
These predictions were generated by SeaState on 29-Aug-2025 at 12:34:22.




      Time       Wave1Elev       Wave2Elev       Wave3Elev       Wave4Elev       Wave5Elev         FVel1xi         FVel2xi         FVel3xi         FVel4xi         FVel5xi         FAcc1xi         FAcc2xi         FAcc3xi         FAcc4xi         FAcc5xi          FDynP1          FDynP2          FDynP3          FDynP4          FDynP5
   (sec)             (m)             (m)             (m)             (m)             (m)           (m/s)           (m/s)           (m/s)           (m/s)           (m/s)         (m/s^2)         (m/s^2)         (m/s^2)         (m/s^2)         (m/s^2)            (Pa)            (Pa)            (Pa)            (Pa)            (Pa)
  238.4000   0.6928939E+00   0.4793292E-01  -0.1144875E+01   0.1966229E+01  -0.1856952E+01   0.1561370E+00  -0.1156127E+01  -0.2448870E+01   0.1152140E+01  -0.3372932E+01  -0.6083912E+00   0.8843588E+00  -0.8069417E+00   0.6664600E-01   0.2130788E+01   0.6307172E+04   0.6242002E+03  -0.1079070E+05   0.1903729E+05  -0.1769309E+05
  238.6000   0.3627777E+00   0.3198103E+00  -0.1287704E+01   0.1975365E+01  -0.1760871E+01  -0.8055381E-01  -0.9597219E+00  -0.2537506E+01   0.1129805E+01  -0.3081940E+01  -0.1631287E+01   0.1079536E+01   0.2950765E+00  -0.5767599E+00   0.2810451E+01   0.2983667E+04   0.3355049E+04  -0.1224520E+05   0.1916318E+05  -0.1699162E+05
  238.8000  -0.3047180E-01   0.6042412E+00  -0.1360350E+01   0.1905712E+01  -0.1580991E+01  -0.4657900E+00  -0.7247106E+00  -0.2490477E+01   0.1012445E+01  -0.2699359E+01  -0.2679407E+01   0.1329282E+01   0.1179714E+01  -0.1110146E+01   0.2917345E+01  -0.8710922E+03   0.6186976E+04  -0.1308831E+05   0.1853440E+05  -0.1546617E+05
  239.0000  -0.4749715E+00   0.8965421E+00  -0.1371293E+01   0.1763848E+01  -0.1342828E+01  -0.9902256E+00  -0.4468884E+00  -0.2341034E+01   0.8158602E+00  -0.2292386E+01  -0.3584901E+01   0.1603900E+01   0.1703555E+01  -0.1496881E+01   0.2551151E+01  -0.5138347E+04   0.9064479E+04  -0.1337445E+05   0.1720503E+05  -0.1331994E+05
  239.2000  -0.9490691E+00   0.1188578E+01  -0.1335011E+01   0.1559217E+01  -0.1070340E+01  -0.1621368E+01  -0.1292330E+00  -0.2136366E+01   0.5592051E+00  -0.1914384E+01  -0.4194807E+01   0.1858941E+01   0.1803947E+01  -0.1728054E+01   0.1898442E+01  -0.9617371E+04   0.1190162E+05  -0.1320813E+05   0.1525671E+05  -0.1075615E+05
  239.4000  -0.1422984E+01   0.1468500E+01  -0.1268466E+01   0.1302968E+01  -0.7824037E+00  -0.2306987E+01   0.2165674E+00  -0.1927262E+01   0.2618461E+00  -0.1596333E+01  -0.4394783E+01   0.2039351E+01   0.1508336E+01  -0.1821871E+01   0.1184439E+01  -0.1403963E+05   0.1458099E+05  -0.1271728E+05   0.1278954E+05  -0.7949015E+04
  239.6000  -0.1861791E+01   0.1721101E+01  -0.1187390E+01   0.1006893E+01  -0.4910890E+00  -0.2981598E+01   0.5698071E+00  -0.1757577E+01  -0.5935065E-01  -0.1344115E+01  -0.4126337E+01   0.2086862E+01   0.9246119E+00  -0.1817240E+01   0.6192729E+00  -0.1809436E+05   0.1695811E+05  -0.1202475E+05   0.9913557E+04  -0.5027455E+04
  239.8000  -0.2229351E+01   0.1928841E+01  -0.1103150E+01   0.6826330E+00  -0.2018707E+00  -0.3575023E+01   0.9019535E+00  -0.1655675E+01  -0.3917594E+00  -0.1141789E+01  -0.3395155E+01   0.1949884E+01   0.2150740E+00  -0.1762967E+01   0.3508311E+00  -0.2146226E+05   0.1887162E+05  -0.1122357E+05   0.6742062E+04  -0.2073192E+04
  240.0000  -0.2492616E+01   0.2073496E+01  -0.1020789E+01   0.3412513E+00   0.8450525E-01  -0.4021747E+01   0.1179393E+01  -0.1629500E+01  -0.7274400E+00  -0.9596502E+00  -0.2269666E+01   0.1594385E+01  -0.4399438E+00  -0.1704996E+01   0.4343704E+00  -0.2385254E+05   0.2015833E+05  -0.1036091E+05   0.3387476E+04   0.8685961E+03
  240.2000  -0.2625733E+01   0.2138239E+01  -0.9385616E+00  -0.6804565E-02   0.3691450E+00  -0.4269681E+01   0.1367491E+01  -0.1666140E+01  -0.1062255E+01  -0.7648929E+00  -0.8705547E+00   0.1013666E+01  -0.8807672E+00  -0.1674615E+01   0.8249644E+00  -0.2503830E+05   0.2067173E+05  -0.9433305E+04  -0.4009040E+02   0.3770444E+04
  240.4000  -0.2613342E+01   0.2109891E+01  -0.8490109E+00  -0.3514442E+00   0.6519430E+00  -0.4287114E+01   0.1435473E+01  -0.1735740E+01  -0.1393942E+01  -0.5322329E+00   0.6467391E+00   0.2347788E+00  -0.1001127E+01  -0.1680420E+01   0.1393522E+01  -0.2488529E+05   0.2030121E+05  -0.8393617E+04  -0.3432236E+04   0.6601465E+04
  240.6000  -0.2452643E+01   0.1981017E+01  -0.7412526E+00  -0.6825377E+00   0.9291377E+00  -0.4066879E+01   0.1361378E+01  -0.1798774E+01  -0.1719665E+01  -0.2519763E+00   0.2113617E+01  -0.6803726E+00  -0.7682318E+00  -0.1705932E+01   0.1961811E+01  -0.2337004E+05   0.1898952E+05  -0.7167588E+04  -0.6680764E+04   0.9309919E+04
  240.8000  -0.2153931E+01   0.1751499E+01  -0.6039527E+00  -0.9895757E+00   0.1192103E+01  -0.3627255E+01   0.1136238E+01  -0.1814965E+01  -0.2033717E+01   0.6626111E-01   0.3370719E+01  -0.1640317E+01  -0.2264160E+00  -0.1713583E+01   0.2347730E+01  -0.2058495E+05   0.1674518E+05  -0.5676071E+04  -0.9676672E+04   0.1181406E+05
  241.0000  -0.1739567E+01   0.1429304E+01  -0.4283402E+00  -0.1261576E+01   0.1427655E+01  -0.3009537E+01   0.7666911E+00  -0.1751954E+01  -0.2326011E+01   0.3948856E+00   0.4288002E+01  -0.2535583E+01   0.5157312E+00  -0.1654251E+01   0.2410047E+01  -0.1672964E+05   0.1364794E+05  -0.3858159E+04  -0.1231092E+05   0.1400362E+05
  241.2000  -0.1241516E+01   0.1030252E+01  -0.2106369E+00  -0.1487364E+01   0.1619778E+01  -0.2272722E+01   0.2753992E+00  -0.1591894E+01  -0.2581835E+01   0.6942238E+00   0.4779949E+01  -0.3255034E+01   0.1311251E+01  -0.1480262E+01   0.2082244E+01  -0.1208986E+05   0.9845613E+04  -0.1690385E+04  -0.1447789E+05   0.1575150E+05
  241.4000  -0.6978065E+00   0.5767564E+00   0.4655750E-01  -0.1656268E+01   0.1752338E+01  -0.1486101E+01  -0.3009746E+00  -0.1334752E+01  -0.2783076E+01   0.9214333E+00   0.4814251E+01  -0.3704310E+01   0.2007540E+01  -0.1158913E+01   0.1387924E+01  -0.7006755E+04   0.5542454E+04   0.8015807E+03  -0.1608159E+05   0.1693274E+05
  241.6000  -0.1483957E+00   0.9565401E-01   0.3341467E+00  -0.1759156E+01   0.1812114E+01  -0.7207978E+00  -0.9160748E+00  -0.9978100E+00  -0.2910746E+01   0.1040230E+01   0.4413294E+01  -0.3822904E+01   0.2478478E+01  -0.6833660E+00   0.4346858E+00  -0.1840706E+04   0.9801569E+03   0.3540691E+04  -0.1704421E+05   0.1744609E+05
  241.8000   0.3690336E+00  -0.3845630E+00   0.6376276E+00  -0.1789645E+01   0.1791425E+01  -0.4141264E-01  -0.1519847E+01  -0.6117454E+00  -0.2948368E+01   0.1029094E+01   0.3648718E+01  -0.3596379E+01   0.2648981E+01  -0.7827786E-01  -0.6115959E+00   0.3065699E+04  -0.3585752E+04   0.6405566E+04  -0.1731552E+05   0.1723312E+05
  242.0000   0.8227951E+00  -0.8367200E+00   0.9390898E+00  -0.1745265E+01   0.1689744E+01   0.5011613E+00  -0.2065264E+01  -0.2143509E+00  -0.2885511E+01   0.8860691E+00   0.2630182E+01  -0.3060889E+01   0.2506950E+01   0.6013444E+00  -0.1565610E+01   0.7420732E+04  -0.7910902E+04   0.9244863E+04  -0.1688146E+05   0.1629019E+05
  242.2000   0.1190002E+01  -0.1237677E+01   0.1219661E+01  -0.1628298E+01   0.1513926E+01   0.8748568E+00  -0.2514647E+01   0.1565859E+00  -0.2720722E+01   0.6290717E+00   0.1489996E+01  -0.2298534E+01   0.2100670E+01   0.1278107E+01  -0.2265221E+01   0.1100874E+05  -0.1178466E+05   0.1189565E+05  -0.1576998E+05   0.1467081E+05
  242.4000   0.1458131E+01  -0.1570366E+01   0.1461881E+01  -0.1446104E+01   0.1277042E+01   0.1068912E+01  -0.2844442E+01   0.4696517E+00  -0.2463148E+01   0.2917702E+00   0.3657037E+00  -0.1423893E+01   0.1522991E+01   0.1865536E+01  -0.2607792E+01   0.1370470E+05  -0.1504703E+05   0.1420204E+05  -0.1405264E+05   0.1247773E+05
  242.6000   0.1625223E+01  -0.1824850E+01   0.1651562E+01  -0.1210778E+01   0.9960945E+00   0.1093497E+01  -0.3047598E+01   0.7041166E+00  -0.2132428E+01  -0.8391526E-01  -0.6172341E+00  -0.5638996E+00   0.8866556E+00   0.2284045E+01  -0.2571835E+01   0.1547677E+05  -0.1759746E+05   0.1603072E+05  -0.1184087E+05   0.9846988E+04
  242.8000   0.1698762E+01  -0.1998253E+01   0.1778842E+01  -0.9381459E+00   0.6891790E+00   0.9766586E+00  -0.3133060E+01   0.8514328E+00  -0.1756727E+01  -0.4568323E+00  -0.1360590E+01   0.1652107E+00   0.2969111E+00   0.2476259E+01  -0.2219162E+01   0.1637742E+05  -0.1939462E+05   0.1728097E+05  -0.9277104E+04   0.6927576E+04
  243.0000   0.1693473E+01  -0.2093640E+01   0.1838354E+01  -0.6461849E+00   0.3727475E+00   0.7590964E+00  -0.3122484E+01   0.9138852E+00  -0.1369201E+01  -0.7949735E+00  -0.1804581E+01   0.6793746E+00  -0.1720500E+00   0.2418461E+01  -0.1677370E+01   0.1652490E+05  -0.2044784E+05   0.1788847E+05  -0.6521466E+04   0.3861480E+04
  243.2000   0.1628401E+01  -0.2118108E+01   0.1828655E+01  -0.3531159E+00   0.5959375E-01   0.4875726E+00  -0.3044809E+01   0.9010272E+00  -0.1003458E+01  -0.1081242E+01  -0.1933826E+01   0.9421608E+00  -0.4914174E+00   0.2125749E+01  -0.1107117E+01   0.1607834E+05  -0.2080234E+05   0.1782355E+05  -0.3735871E+04   0.7684550E+03
  243.4000   0.1523714E+01  -0.2080483E+01   0.1751201E+01  -0.7543948E-01  -0.2420229E+00   0.2079003E+00  -0.2929719E+01   0.8250247E+00  -0.6888493E+00  -0.1315296E+01  -0.1777352E+01   0.9708625E+00  -0.6798494E+00   0.1649771E+01  -0.6621399E+00   0.1521027E+05  -0.2052133E+05   0.1708569E+05  -0.1067860E+04  -0.2261352E+04
  243.6000   0.1397715E+01  -0.1989109E+01   0.1609255E+01   0.1737696E+00  -0.5279820E+00  -0.4148592E-01  -0.2801325E+01   0.6962361E+00  -0.4464043E+00  -0.1511129E+01  -0.1402627E+01   0.8316857E+00  -0.7933022E+00   0.1069493E+01  -0.4516193E+00   0.1408080E+05  -0.1966907E+05   0.1569695E+05   0.1363520E+04  -0.5165938E+04
  243.8000   0.1264465E+01  -0.1850169E+01   0.1407062E+01   0.3860406E+00  -0.7968213E+00  -0.2344899E+00  -0.2673331E+01   0.5202136E+00  -0.2861590E+00  -0.1691081E+01  -0.9043769E+00   0.6247511E+00  -0.9055421E+00   0.4768838E+00  -0.5138438E+00   0.1281685E+05  -0.1829789E+05   0.1369654E+05   0.3477614E+04  -0.7902355E+04
  244.0000   0.1132337E+01  -0.1666881E+01   0.1149527E+01   0.5579868E+00  -0.1047626E+01  -0.3601751E+00  -0.2546664E+01   0.2968989E+00  -0.2063200E+00  -0.1877828E+01  -0.3896299E+00   0.4617977E+00  -0.1084456E+01  -0.3955549E-01  -0.8073779E+00   0.1149929E+05  -0.1644201E+05   0.1113835E+05   0.5236469E+04  -0.1043313E+05
  244.2000   0.1003656E+01  -0.1439699E+01   0.8424734E+00   0.6910285E+00  -0.1277897E+01  -0.4230973E+00  -0.2410074E+01   0.2217351E-01  -0.1943742E+00  -0.2086378E+01   0.3893785E-01   0.4411302E+00  -0.1370220E+01  -0.4101286E+00  -0.1221793E+01   0.1015932E+05  -0.1411914E+05   0.8091734E+04   0.6643049E+04  -0.1271245E+05
  244.4000   0.8754202E+00  -0.1167475E+01   0.4933304E+00   0.7904394E+00  -0.1482008E+01  -0.4411716E+00  -0.2243582E+01  -0.3086984E+00  -0.2298871E+00  -0.2318121E+01   0.2989580E+00   0.6250570E+00  -0.1760854E+01  -0.5951501E+00  -0.1605372E+01   0.8783919E+04  -0.1133915E+05   0.4645034E+04   0.7733899E+04  -0.1467642E+05
  244.6000   0.7409109E+00  -0.8492944E+00   0.1120078E+00   0.8638983E+00  -0.1650716E+01  -0.4414802E+00  -0.2024068E+01  -0.6967168E+00  -0.2884210E+00  -0.2558443E+01   0.3411848E+00   0.1024675E+01  -0.2208865E+01  -0.5899987E+00  -0.1803188E+01   0.7328886E+04  -0.8117867E+04   0.9097217E+03   0.8567639E+04  -0.1624062E+05
  244.8000   0.5918930E+00  -0.4865783E+00  -0.2884119E+00   0.9198090E+00  -0.1771924E+01  -0.4547278E+00  -0.1731819E+01  -0.1135116E+01  -0.3458410E+00  -0.2778599E+01   0.1570797E+00   0.1595406E+01  -0.2629950E+01  -0.4233308E+00  -0.1696511E+01   0.5736858E+04  -0.4492556E+04  -0.2976903E+04   0.9211294E+04  -0.1730635E+05
  245.0000   0.4209926E+00  -0.8495432E-01  -0.6914867E+00   0.9656702E+00  -0.1832580E+01  -0.5092778E+00  -0.1356667E+01  -0.1606858E+01  -0.3822349E+00  -0.2941486E+01  -0.2201842E+00   0.2244443E+01  -0.2921837E+01  -0.1492255E+00  -0.1234140E+01   0.3956858E+04  -0.5355281E+03  -0.6852837E+04   0.9726718E+04  -0.1777464E+05
  245.2000   0.2238482E+00   0.3445336E+00  -0.1077955E+01   0.1006750E+01  -0.1821305E+01  -0.6257522E+00  -0.9023871E+00  -0.2084494E+01  -0.3848086E+00  -0.3010007E+01  -0.7216438E+00   0.2848743E+01  -0.2988822E+01   0.1647806E+00  -0.4481218E+00   0.1961989E+04   0.3637553E+04  -0.1053766E+05   0.1015913E+05  -0.1756520E+05
  245.4000   0.6582031E-03   0.7852031E+00  -0.1427063E+01   0.1045253E+01  -0.1731133E+01  -0.8130910E+00  -0.3883737E+00  -0.2532675E+01  -0.3493514E+00  -0.2956071E+01  -0.1254569E+01   0.3279893E+01  -0.2766187E+01   0.4510451E+00   0.5500581E+00  -0.2378157E+03   0.7867059E+04  -0.1384428E+05   0.1052945E+05  -0.1663575E+05
  245.6000  -0.2431247E+00   0.1215618E+01  -0.1718530E+01   0.1080052E+01  -0.1561706E+01  -0.1066712E+01   0.1518000E+00  -0.2912957E+01  -0.2801714E+00  -0.2768089E+01  -0.1718664E+01   0.3430659E+01  -0.2238596E+01   0.6537820E+00   0.1592195E+01  -0.2590069E+04   0.1195727E+05  -0.1659493E+05   0.1083112E+05  -0.1499710E+05
  245.8000  -0.4970588E+00   0.1611473E+01  -0.1934836E+01   0.1106997E+01  -0.1320356E+01  -0.1369051E+01   0.6747252E+00  -0.3189972E+01  -0.1886863E+00  -0.2455106E+01  -0.2023702E+01   0.3237589E+01  -0.1447922E+01   0.7373427E+00   0.2489951E+01  -0.5001863E+04   0.1569193E+05  -0.1863902E+05   0.1103170E+05  -0.1271997E+05
  246.0000  -0.7468794E+00   0.1948173E+01  -0.2063406E+01   0.1119667E+01  -0.1021742E+01  -0.1692369E+01   0.1133565E+01  -0.3337644E+01  -0.9108457E-01  -0.2046487E+01  -0.2105481E+01   0.2694833E+01  -0.4883651E+00   0.6895489E+00   0.3076988E+01  -0.7349376E+04   0.1885508E+05  -0.1986979E+05   0.1107843E+05  -0.9931216E+04
  246.2000  -0.9763457E+00   0.2203666E+01  -0.2098258E+01   0.1110421E+01  -0.6860449E+00  -0.2003274E+01   0.1485274E+01  -0.3344089E+01  -0.5573807E-02  -0.1587079E+01  -0.1937188E+01   0.1856231E+01   0.5103554E+00   0.5200067E+00   0.3246973E+01  -0.9492936E+04   0.2125385E+05  -0.2023650E+05   0.1090673E+05  -0.6799561E+04
  246.4000  -0.1169441E+01   0.2361035E+01  -0.2040753E+01   0.1071573E+01  -0.3360491E+00  -0.2268171E+01   0.1697204E+01  -0.3214074E+01   0.5026247E-01  -0.1128807E+01  -0.1534035E+01   0.8252273E+00   0.1408178E+01   0.2544663E+00   0.2978610E+01  -0.1129501E+05   0.2273921E+05  -0.1974974E+05   0.1045012E+05  -0.3513389E+04
  246.6000  -0.1312548E+01   0.2410400E+01  -0.1899280E+01   0.9965122E+00   0.6304789E-02  -0.2458628E+01   0.1751837E+01  -0.2968402E+01   0.6160779E-01  -0.7205311E+00  -0.9502252E+00  -0.2651680E+00   0.2082736E+01  -0.7289987E-01   0.2341767E+01  -0.1263802E+05   0.2322165E+05  -0.1847844E+05   0.9650369E+04  -0.2548990E+03
  246.8000  -0.1396227E+01   0.2349838E+01  -0.1687887E+01   0.8806337E+00   0.3231563E+00  -0.2555735E+01   0.1648773E+01  -0.2640287E+01   0.1783318E-01  -0.3984101E+00  -0.2687899E+00  -0.1278004E+01   0.2454037E+01  -0.4271773E+00   0.1483021E+01  -0.1343900E+05   0.2267914E+05  -0.1653903E+05   0.8466377E+04   0.2823977E+04
  247.0000  -0.1416318E+01   0.2185214E+01  -0.1424116E+01   0.7220265E+00   0.6030579E+00  -0.2552684E+01   0.1403704E+01  -0.2269398E+01  -0.8681960E-01  -0.1789574E+00   0.4137962E+00  -0.2098027E+01   0.2500265E+01  -0.7784634E+00   0.5936243E+00  -0.1365898E+05   0.2115670E+05  -0.1407850E+05   0.6881230E+04   0.5618833E+04
  247.2000  -0.1374215E+01   0.1929029E+01  -0.1126446E+01   0.5218694E+00   0.8418868E+00  -0.2455195E+01   0.1044743E+01  -0.1894807E+01  -0.2531561E+00  -0.5640444E-01   0.1005244E+01  -0.2651812E+01   0.2261182E+01  -0.1104575E+01  -0.1330551E+00  -0.1330569E+05   0.1875825E+05  -0.1125456E+05   0.4906747E+04   0.8079466E+04
  247.4000  -0.1276321E+01   0.1598571E+01  -0.8118297E+00   0.2845577E+00   0.1042140E+01  -0.2279773E+01   0.6069980E+00  -0.1548289E+01  -0.4773220E+00  -0.5037384E-02   0.1433863E+01  -0.2918174E+01   0.1828340E+01  -0.1390533E+01  -0.5451392E+00  -0.1242964E+05   0.1563278E+05  -0.8216320E+04   0.2585385E+04   0.1020462E+05
  247.6000  -0.1132816E+01   0.1213764E+01  -0.4937976E+00   0.1758797E-01   0.1210758E+01  -0.2050254E+01   0.1266393E+00  -0.1249369E+01  -0.7512453E+00   0.1392717E-01   0.1660531E+01  -0.2926854E+01   0.1324302E+01  -0.1625644E+01  -0.5670478E+00  -0.1111487E+05   0.1195773E+05  -0.5089300E+04  -0.1042088E+02   0.1202601E+05
  247.8000  -0.9560305E+00   0.7951237E+00  -0.1814514E+00  -0.2687731E+00   0.1355993E+01  -0.1793357E+01  -0.3642842E+00  -0.1003109E+01  -0.1063082E+01   0.4241025E-01   0.1683875E+01  -0.2746226E+01   0.8754776E+00  -0.1799644E+01  -0.2175836E+00  -0.9466160E+04   0.7922516E+04  -0.1966942E+04  -0.2781404E+04   0.1358538E+05
  248.0000  -0.7587293E+00   0.3621651E+00   0.1204909E+00  -0.5620089E+00   0.1484008E+01  -0.1534170E+01  -0.8412472E+00  -0.8010381E+00  -0.1397644E+01   0.1146613E+00   0.1537729E+01  -0.2463215E+01   0.5846245E+00  -0.1899620E+01   0.3929892E+00  -0.7595423E+04   0.3714826E+04   0.1089954E+04  -0.5606831E+04   0.1490989E+05
  248.2000  -0.5526193E+00  -0.6755375E-01   0.4106859E+00  -0.8480510E+00   0.1596046E+01  -0.1292456E+01  -0.1288325E+01  -0.6249602E+00  -0.1736892E+01   0.2479981E+00   0.1281548E+01  -0.2160426E+01   0.5090515E+00  -0.1909163E+01   0.1086468E+01  -0.5609507E+04  -0.4888380E+03   0.4046559E+04  -0.8351834E+04   0.1599183E+05
  248.4000  -0.3473279E+00  -0.4787292E+00   0.6894729E+00  -0.1112151E+01   0.1686817E+01  -0.1080446E+01  -0.1696993E+01  -0.4527144E+00  -0.2060684E+01   0.4372253E+00   0.9859680E+00  -0.1896046E+01   0.6492728E+00  -0.1810442E+01   0.1655872E+01  -0.3601356E+04  -0.4528202E+04   0.6882103E+04  -0.1087639E+05   0.1677773E+05
  248.6000  -0.1499645E+00  -0.8581060E+00   0.9569170E+00  -0.1339898E+01   0.1744580E+01  -0.9024485E+00  -0.2063241E+01  -0.2645982E+00  -0.2347913E+01   0.6540800E+00   0.7167444E+00  -0.1691339E+01   0.9504585E+00  -0.1588965E+01   0.1911765E+01  -0.1645458E+04  -0.8260652E+04   0.9575810E+04  -0.1304545E+05   0.1716998E+05
  248.8000   0.3473964E-01  -0.1194037E+01   0.1211056E+01  -0.1518325E+01   0.1752960E+01  -0.7562151E+00  -0.2384021E+01  -0.4901750E-01  -0.2578159E+01   0.8519870E+00   0.5206349E+00  -0.1528696E+01   0.1316157E+01  -0.1239857E+01   0.1725627E+01   0.2024388E+03  -0.1156087E+05   0.1209414E+05  -0.1473942E+05   0.1704151E+05
  249.0000   0.2038645E+00  -0.1476112E+01   0.1446754E+01  -0.1637029E+01   0.1694207E+01  -0.6355665E+00  -0.2654156E+01   0.1938734E+00  -0.2733752E+01   0.9752373E+00   0.4163766E+00  -0.1360559E+01   0.1631028E+01  -0.7737779E+00   0.1060766E+01   0.1902362E+04  -0.1432056E+05   0.1438237E+05  -0.1586420E+05   0.1626108E+05
  249.2000   0.3555282E+00  -0.1695109E+01   0.1655438E+01  -0.1689162E+01   0.1553256E+01  -0.5335621E+00  -0.2864705E+01   0.4512902E+00  -0.2802032E+01   0.9707366E+00   0.3927231E+00  -0.1126843E+01   0.1787355E+01  -0.2205063E+00  -0.1608190E-01   0.3425470E+04  -0.1644999E+05   0.1636249E+05  -0.1635948E+05   0.1472427E+05
  249.4000   0.4881625E+00  -0.1843408E+01   0.1825763E+01  -0.1672155E+01   0.1321743E+01  -0.4453666E+00  -0.3003348E+01   0.6998484E+00  -0.2777390E+01   0.7998906E+00   0.4139163E+00  -0.7763123E+00   0.1709365E+01   0.3714781E+00  -0.1345129E+01   0.4749549E+04  -0.1788194E+05   0.1793812E+05  -0.1620427E+05   0.1238390E+05
  249.6000   0.6000595E+00  -0.1915812E+01   0.1945075E+01  -0.1588027E+01   0.1001141E+01  -0.3700784E+00  -0.3056798E+01   0.9099897E+00  -0.2662657E+01   0.4481060E+00   0.4312172E+00  -0.2862830E+00   0.1369971E+01   0.9401324E+00  -0.2703816E+01   0.5856178E+04  -0.1857776E+05   0.1900527E+05  -0.1541853E+05   0.9273335E+04
  249.8000   0.6893162E+00  -0.1910600E+01   0.2001363E+01  -0.1443195E+01   0.6042851E+00  -0.3110549E+00  -0.3014652E+01   0.1051783E+01  -0.2469380E+01  -0.7011916E-01   0.3976807E+00   0.3247195E+00   0.7963652E+00   0.1419289E+01  -0.3850657E+01   0.6730431E+04  -0.1853410E+05   0.1946689E+05  -0.1406044E+05   0.5517362E+04
  250.0000   0.7541852E+00  -0.1830479E+01   0.1985266E+01  -0.1247724E+01   0.1549152E+00  -0.2746565E+00  -0.2873634E+01   0.1100807E+01  -0.2216743E+01  -0.7116693E+00   0.2825314E+00   0.9950787E+00   0.6347305E-01   0.1750758E+01  -0.4573426E+01   0.7363095E+04  -0.1778792E+05   0.1924809E+05  -0.1221923E+05   0.1327617E+04
  250.2000   0.7937114E+00  -0.1683094E+01   0.1891741E+01  -0.1014108E+01  -0.3147793E+00  -0.2677587E+00  -0.2640993E+01   0.1042841E+01  -0.1929102E+01  -0.1410851E+01   0.8150665E-01   0.1630139E+01  -0.7229592E+00   0.1896574E+01  -0.4731621E+01   0.7754540E+04  -0.1641780E+05   0.1830897E+05  -0.1000442E+05  -0.3017488E+04
  250.4000   0.8084416E+00  -0.1480814E+01   0.1721048E+01  -0.7557331E+00  -0.7682213E+00  -0.2947052E+00  -0.2335917E+01   0.8763791E+00  -0.1632435E+01  -0.2089865E+01  -0.1795979E+00   0.2122361E+01  -0.1449558E+01   0.1848488E+01  -0.4284393E+01   0.7918663E+04  -0.1453940E+05   0.1665266E+05  -0.7532797E+04  -0.7205336E+04
  250.6000   0.8009492E+00  -0.1239651E+01   0.1478896E+01  -0.4852469E+00  -0.1169406E+01  -0.3545722E+00  -0.1988260E+01   0.6125309E+00  -0.1350251E+01  -0.2671688E+01  -0.4493947E+00   0.2377093E+01  -0.2019390E+01   0.1632183E+01  -0.3298350E+01   0.7885154E+04  -0.1229487E+05   0.1432713E+05  -0.4915286E+04  -0.1092877E+05
  250.8000   0.7759424E+00  -0.9773841E+00   0.1175741E+01  -0.2131372E+00  -0.1487874E+01  -0.4395828E+00  -0.1634505E+01   0.2724443E+00  -0.1099746E+01  -0.3092863E+01  -0.6626813E+00   0.2337810E+01  -0.2371429E+01   0.1304614E+01  -0.1933903E+01   0.7698539E+04  -0.9836764E+04   0.1142072E+05  -0.2245764E+04  -0.1392601E+05
  251.0000   0.7398140E+00  -0.7111676E+00   0.8254502E+00   0.5323206E-01  -0.1702810E+01  -0.5352736E+00  -0.1311574E+01  -0.1170530E+00  -0.8889691E+00  -0.3313756E+01  -0.7570201E+00   0.2004394E+01  -0.2491114E+01   0.9443644E+00  -0.4133632E+00   0.7413200E+04  -0.7309056E+04   0.8052726E+04   0.4060807E+03  -0.1601394E+05
  251.2000   0.6996299E+00  -0.4550794E+00   0.4436435E+00   0.3099192E+00  -0.1805554E+01  -0.6226147E+00  -0.1049748E+01  -0.5285175E+00  -0.7156883E+00  -0.3324367E+01  -0.6902841E+00   0.1439358E+01  -0.2409876E+01   0.6364843E+00   0.1022328E+01   0.7084581E+04  -0.4828646E+04   0.4361228E+04   0.2996490E+04  -0.1710910E+05
  251.4000   0.6617042E+00  -0.2181205E+00   0.4606769E-01   0.5559568E+00  -0.1800129E+01  -0.6817973E+00  -0.8662592E+00  -0.9384828E+00  -0.5683228E+00  -0.3144719E+01  -0.4548635E+00   0.7595134E+00  -0.2194096E+01   0.4546776E+00   0.2159110E+01   0.6757920E+04  -0.2471234E+04   0.4907476E+03   0.5503538E+04  -0.1723307E+05
  251.6000   0.6300427E+00  -0.3157593E-02  -0.3526608E+00   0.7922230E+00  -0.1701743E+01  -0.6969588E+00  -0.7611467E+00  -0.1330553E+01  -0.4289041E+00  -0.2819929E+01  -0.8475669E-01   0.1138895E+00  -0.1926394E+01   0.4445388E+00   0.2848320E+01   0.6456741E+04  -0.2649572E+03  -0.3417914E+04   0.7917893E+04  -0.1650184E+05
